Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,_label,_ts
4.5526513363714205,7.52895738717757,4.2718449955430815,3.5550992025039605,5.129212022629189,6.205847144231975,2.9527821828945258,1.2152401121521272,3.279971381866195,2.778875239564461,6.05632990106837,3.7401850998460087,0.20703935440602805,4.520312069311409,2.7440547242231785,8.333652015841377,8.03160566878093,5.68040112239466,0.3357660276019683,2.961489258801283,5.126362140599735,-0.11448294306128037,4.912778085782079,3.1443411602026643,-1.3170397981994029,3.2122515664435936,8.418730550480468,4.5562670763725475,3.6572624867418724,7.025829523341484,0.8771335869937165,2.49412118371969,2.3701512821727286,6.988094790794621,8.149774403854959,-2.20036244664938,-0.5329660014995543,-1.4253768367942055,4.084954369270836,2.5951773393628126,5.4176698269306165,7.858882627394205,12.174934712317892,-0.7702849201767652,7.217336237038858,2.5742681954944833,4.553433028512977,4.693781714081665,6.3995634263579255,5.422681578371957,5.614372831650178,7.0393950676077175,3.02476972421566,6.866532194071335,8.734489910352943,4.46518181941651,0.7516922200797334,8.504012206590865,0.17169682543190934,11.10004570535266,3.2923326561706654,5.5057525384738115,3.5482444030478497,-0.5817310822218289,1.8164743200746143,1.0071692241759118,4.151410275191009,4.105836901184306,7.01843404925042,3.2892025537332525,5.30857733937185,1.8997767109752943,2.855192724733983,1.4940899977309168,0.9371669305125803,8.273964806347136,6.718979183051438,2.3673931002332993,1,2026-06-11T20:36:54.844023
2.442519458459082,2.936988915906401,5.100336592385967,2.5295087520841597,5.587984378631465,7.116922680655779,8.304112558498955,2.6345514574490907,5.260418417011459,6.508688122483841,2.2023326642061907,8.48704779802587,4.063464412358193,10.892908854345414,4.44779566629917,6.495707932386728,8.72223421388902,2.3093603060298142,8.31050746724591,4.6819497664532275,3.2171621477466497,0.9568711307006845,5.423180778360374,1.8728054565173275,4.83850024874991,9.466528450064013,2.1673834243193215,4.093049823644688,6.13502057308103,3.0188117385596316,3.1110928588714466,5.305969702359743,8.150696041711472,9.844347056509465,5.545273941719455,1.5614302766317518,7.369834858364846,5.1964964138966225,-3.516991585900829,2.2042157950695485,10.277463735730155,6.405772993957827,2.162836548165558,6.759597984173477,3.117738013553365,5.029084327197731,2.600633375481353,-5.497707983403751,3.0772436343195917,10.937158680305048,4.175697738308978,6.3258233199241065,4.646378369811643,3.5082168155890283,9.026290238155987,10.529457390119227,6.451063078992004,2.7829499612358326,5.491976674138437,7.368598980409442,0.18822037393138125,0.6891772965802438,2.3238531691657673,4.029815848177082,4.887469387808608,9.01303725848992,10.216157626741031,1.6349911863172464,9.177968521752167,4.664994780945021,5.633698310570065,2.3375468184686845,5.137914579390145,4.214237718546011,5.63977270340952,3.8126405084760924,5.311143724583569,5.238821409787746,1,2026-06-11T20:36:54.847559
1.509144071784903,7.6252014003016235,1.3002824295500401,2.7685913738335453,2.1576278936594884,4.494489240774877,3.239469938233809,5.563107284297911,2.8376127064258334,4.5454144248424155,1.169090343660852,2.689397046015543,6.967040686409906,7.120505145311104,6.76607234501409,4.097570048686423,4.303465348574995,4.418947209224757,5.381910453924057,5.521255930022129,6.546309910948103,1.2957519097601162,7.171252746093039,1.6649994384698896,0.14276847644332324,6.720490201312598,7.66111652777954,0.034965857137513545,5.90605957941354,1.6258580411222416,1.039330321356255,3.9320789197973163,0.9978310813356845,9.144613113757464,1.568908196213091,3.8233188967610707,6.628797558480466,7.648983455242226,8.354730068617,5.549209508834103,2.340344544691672,6.1803422600263005,10.769180932104826,4.475416046245366,6.787956730619588,6.783828785669195,7.052578981119176,6.33273063585834,1.5526764008118672,2.666554568056039,0.25109775202262785,3.888385077449978,2.9992216016509,9.218114781620274,6.76816118914758,12.639148023961816,13.550005793090575,2.869155265914877,4.612225864287321,6.52837118091451,6.81896684366135,5.711720930513523,6.191743113646346,4.688937578132729,5.1472495146755355,3.4553533694118443,4.360783169975971,10.847891491949817,7.431329007592946,7.141233723367802,6.386246479959924,7.749938470674996,7.369288357717204,8.616628678081007,8.665695932413694,7.103252272345427,6.629255695034898,7.083420129101368,1,2026-06-11T20:36:54.850113
2.6376421592087596,3.1785049887781938,4.4340896322350964,1.4416670101992386,3.304249761124927,1.5020450381372172,4.010537065431471,5.087671074283864,8.754185128282508,5.060605179903265,5.479147944018253,1.6210258932882327,10.493336210714652,7.967447314054804,2.516813358385341,6.315224540998863,2.242989183011246,5.900935837759048,11.407679755826118,4.279338184302933,7.575824259552229,5.405820440768938,4.892765048876728,1.5009538468199053,4.147049065268652,2.7894955775943675,10.101489489175826,2.01436327566642,2.9136305598329946,6.802259140071344,13.546761529036118,-3.2770171096739062,6.980315732487785,8.371244179884318,4.6654179750808,3.0368151593641297,3.916076088661588,6.65745640528119,6.275158160551582,7.57849347450597,3.4918001127312097,2.6164645184807926,7.276064235700829,7.618768321749729,4.394481787720327,5.764034336495238,2.702244879502782,6.1526966883443315,1.718566059721831,4.222875942523691,5.387660206859978,6.044923437195406,1.417641441439327,4.785434654402965,4.359508346638688,0.522214925616173,8.094415842453184,6.624958029697554,1.8181404496910694,6.376522237227358,7.593111815350122,1.61061688909085,2.345712137635168,4.20675330129217,4.250378668509455,7.605880461560573,0.8225008183206075,5.955896872248575,2.632804086350704,5.2701970540409375,9.055004054969782,6.664219950227434,5.338132172997407,4.888663880271798,-0.6234066748885532,3.1928203091020864,2.740754388719359,4.048357643042091,1,2026-06-11T20:36:54.852330
3.677397043909286,0.3205921978766879,2.379974778982328,2.193159129920343,4.947989981509383,6.145329765223141,6.9674200426082145,3.6375386881648675,7.254151323964005,9.640332658521704,7.169002170899098,11.031989829894068,8.329066465652089,4.85670544170805,9.092512805970607,6.42789327840809,6.814881197536047,9.163560189720577,5.958018867971791,7.677970183503394,2.1604089897246688,2.9817540056837837,3.1952043534422545,4.384313112169487,3.507121527502103,2.9713815942857815,2.882146512516746,2.6727549233334,6.362711172752665,-0.512889482256548,5.284706707559106,4.955798707134035,1.6997301202487023,3.821532466873129,3.6398105907225045,4.3385610480042835,6.340773237252703,-2.6913774704322044,10.607532513446117,7.254949963109587,7.966977968209165,-1.9273319102736224,2.984772774544996,4.73279485935124,6.062813001624526,3.8141194731961034,4.131598164220197,3.1654331738084855,10.072819065605854,6.816044169625245,4.804791807619317,8.830865383337674,6.521336663104655,5.117705377331078,6.123078406151611,-0.6313351949125074,3.527679196654116,9.123650305441716,-1.332529995014962,4.12351407586398,2.1934703148700256,9.573143266048113,-0.9284046034766744,5.353279699134796,4.198191807689433,4.942179476232712,2.3417203535219038,5.723945196464694,7.415487693192137,3.847023130121433,11.125805259343343,6.343282318325347,4.9988197939761365,3.5687647398217055,1.136869275549945,7.522016693844007,4.400429119520616,8.896625135730607,1,2026-06-11T20:36:54.854582
4.501192679329352,8.868264015825694,5.064141788129634,8.834786893985703,9.110284587677054,4.9902520203489775,8.248859694287031,7.727668797086205,0.1572325245497268,1.8682647187264672,6.241830699211727,10.836810413449742,8.565235357039665,7.2791091268242365,10.613860863983255,5.5814750700914875,11.781013283612552,5.997286389668458,3.9027793405791633,5.058104785294654,8.374479452782534,7.081288875911508,3.594418774293514,4.1721043582084905,9.155068213098158,5.57984891067508,2.931637878665396,3.4863376656064062,4.830816312876337,2.4092299021149826,7.03387005804027,2.976596214037365,3.4656264782544017,8.115852894838163,2.2542184082625387,-0.2596172840674278,-0.49044062674761424,3.7057671690983067,9.867735075347351,1.1147884367511,9.205241521537125,1.4140980724003231,5.845563091672351,4.499143302533776,7.990288349625742,4.724682705002049,8.249248212382762,8.1307840531047,10.610566174223734,4.519173375786656,-2.575912109725593,5.059253923255162,6.87174659930786,7.033137623128523,7.868328837037748,9.502829179858832,4.3534810582585886,4.81328212062476,5.011215938342452,1.5526272455820616,5.1035770151733,4.515006579543365,8.178348921089036,1.990696177323568,2.703793017012752,6.347194922391546,6.2483934524336,3.124413493111142,2.54976082423547,8.282262395958366,7.04418967967705,5.766720835979836,5.906373160849542,10.319244573609494,11.028475503797923,11.623610128715015,1.660078296262335,7.203626113978922,1,2026-06-11T20:36:54.857116
1.0912683694370853,8.026237043359801,3.4175204593971165,2.297438519811877,4.632660949334244,7.723296597750641,8.829749034093064,5.826357965553565,3.291671917011744,4.196615583613936,1.879108601772951,5.072192766664186,2.1926422376631693,0.9065766144860019,3.4722756192579567,3.307107069212538,7.857487147395169,7.085738678292128,5.162217567630084,2.921258259506049,1.0088975252128662,11.243940721705048,6.804161810445683,5.632753994663699,3.1750870728768508,9.577282379841538,8.21448638549235,5.179351579602745,5.0331813190495325,2.122890754826331,5.506399622185564,3.4126795301534942,4.395782668802434,2.7534236072668494,5.221030588573459,8.08052575435169,8.436206203358374,3.6770579246487736,4.079599767172132,5.069065970445542,3.463639700405349,10.120458390484814,4.546751198426042,-0.3872316834073972,2.6802870639986507,2.70960873217585,8.225909956955586,3.7704827725382075,2.0339956615401182,12.834621236373868,0.7380257906999432,10.5887970178286,7.152602346590452,8.784840839686103,3.608593662775775,2.574015310730476,1.0381201255475663,1.3858156632850012,11.37075476140787,6.892917465859502,3.3652822298340443,5.663967730686647,13.833958956960496,3.532901626756262,1.8923379429048701,9.228791105836638,5.363455697245935,5.07185967460553,7.185507024610956,3.4473502225004307,8.45912716527367,8.378107828495711,10.872109843556032,4.20335747436285,4.9109434318993666,9.976430531651191,-0.38572422485472835,5.381960013110875,1,2026-06-11T20:36:54.859741
5.809174295180403,5.010791733043257,3.9536276756386877,4.576029898904139,8.368654462040308,4.965208734641082,4.881969853216394,2.972113134021974,5.427328907806562,1.2622516059298539,1.5114726919636032,7.633567520965084,6.309812842654632,7.292998338402228,4.786509126939086,6.659626823233772,4.84372551025853,-1.6497310073959763,3.142546301406588,4.600672123631368,3.3950911833956545,4.436542009844182,5.772639544508072,7.12023446769569,6.752549452917437,7.563828920998039,3.263940546737552,10.435216514408259,4.033624075162361,1.2563068048690171,7.6279243785935105,2.9190172735455113,2.565560735479577,9.543467539449967,1.3052605386552893,2.9832063976697083,6.8275901677263935,-0.7926700027752762,2.540112475021523,1.0560946119083008,5.443470016504307,6.052005945913173,4.263843986756526,3.9374717964871087,1.8244605205013258,5.619477719413094,8.021679120922686,5.75643702172176,4.886540023536791,2.7045734230517593,6.4028492060292335,3.011280465676175,5.808318781212979,4.318550543640499,9.370257486578318,6.24685977872104,2.2391868849401844,5.7489023111013475,5.016855881085018,7.415958098924332,5.184546119239382,6.4329312523771485,3.06541868692293,1.5686440001000292,5.625943821179221,4.354636802775568,4.202734841341364,4.508678801113878,7.157500581534592,3.4465835672029494,0.4718682774690075,1.8511650880950006,3.3872708508239437,6.3534168774824975,3.539993125667829,2.0663114842631125,0.4827321097657089,1.3157587093692698,1,2026-06-11T20:36:54.863550
5.780071548250415,7.990100082398762,4.522213377733849,1.8047508848611709,4.1316297858696265,2.8991488810877044,8.3613500454336,7.656530434142493,3.562358094941871,2.043752484645548,4.860857241364788,9.555908568183455,3.120211941617477,4.850693047872141,11.263772892390232,6.948998257401104,2.486274938880376,3.7885045881861985,6.314401150578749,3.594863653123941,5.774783516506493,6.224027405075119,4.694011842642462,5.336526987761375,5.562504351570645,4.429840300642336,5.915356657855312,3.131329313135006,8.075493936633688,5.210227079042986,10.43965751768075,-1.3307776292273692,8.65691951524206,6.258019466913533,4.048695373220559,5.8355732412667525,2.2522793809741892,4.672189152655216,8.254516343729573,7.079225809665449,1.4904679014346338,7.0684746837554355,5.669697058208554,4.1320343103507895,4.070360908721473,3.9786045457751698,8.757307970662485,8.905218708408274,0.8015807756194873,2.8101480230168763,4.546765716737154,-0.4894027255489055,7.954118806532156,4.594103799658859,2.6739068456460027,6.08553671401795,4.796543230058723,5.45229959591355,5.946086740177536,6.378769698611169,7.613964571921379,6.090948739021466,6.043994924170212,8.130046330264264,5.330853979962642,3.8037407811748447,9.613757546622313,1.9307223727172573,4.459214361713901,5.1673015308432735,-0.07604648689412397,3.6848244127060985,8.015834909902791,5.711276301505203,1.9175562361600873,6.0364549073574025,11.741810831525724,6.869837741244241,1,2026-06-11T20:36:54.868607
3.948675788513335,4.641615108598074,8.080475431140986,7.770852078541763,4.562572189320312,1.5850724025125889,6.833599504537091,10.477796813981051,5.943471947198406,6.058459212043762,3.5034336887352637,2.367695632257941,2.9932804648370177,2.142572180578576,5.936386402555297,4.736770859473636,4.592314016610119,7.2154109461901434,9.785088731181823,5.281745617401415,-0.6824485764658883,6.753759353509779,0.7835209134215031,3.768957060828491,4.217596196385881,8.227189647509736,9.893993380572034,1.4438486488289861,8.83329505022072,-0.06646519233529435,5.900859785176662,1.9830020831700939,-2.9970569256996296,5.759489744881947,1.4525644250799843,3.563020118336846,4.267560009979405,7.535705282426775,7.710295288443136,3.00591040347252,1.2636379979521868,8.090473650793205,0.8001321088595512,4.254865474153435,6.594870797199903,9.196740475294344,5.100909701325751,6.233419128463376,7.878423065925569,1.5573448480505387,4.868981630571928,6.841759692843553,4.197328079921532,5.28831601871232,-2.141273032954369,4.693406043838931,6.971609650491702,8.833660556508534,3.4829185197778543,8.914405844926485,7.277459900213804,6.229089782655306,7.90983447567992,1.4489610150091345,-1.0740121076208542,6.572016162541927,11.092334114707873,8.68171368045844,4.6759453931093375,8.160163686942916,-0.06601179289994974,9.973367006727042,6.823418170905843,6.126107245085888,-0.30789193401038517,8.01071884733898,3.2026528127661633,5.458924224684564,1,2026-06-11T20:36:54.872018
